Date,Product Category,Product Name,Region,Sales Revenue (USD),Units Sold,Customer Segment,Customer Type,Customer Satisfaction,Marketing Spend (USD),Discount Percentage (%),Competitor Influence,Return Rate (%),AI/ML Adoption Rate (%),Ad Campaign Effectiveness,Customer Retention Rate (%),Product Launch Date,Competitor Product,Market Share (%)
1993-06-14,AI,RTX 3080,South America,1940918.82,559,AI Researchers,Business,3.5,143514.11,4.0,Low,3.15,81.0,0.27,52.0,1999-01-09,Intel Xeon,46.65
2012-02-06,AI,Tesla V100,Europe,1532412.75,988,AI Researchers,Individual,3.3,90155.58,8.0,High,4.16,88.0,0.28,80.0,2022-10-03,Intel Xeon,54.55
2023-08-02,Data Center,Tesla T4,North America,1693849.46,2501,Cloud Providers,Business,2.6,49964.99,12.0,Low,3.04,31.0,0.21,86.0,2018-05-23,AMD Radeon RX 7900,61.67
2004-10-24,Data Center,Quadro P2200,South America,782548.3,704,Cloud Providers,Individual,4.4,61382.82,12.0,Medium,0.66,76.0,0.16,88.0,2007-04-04,AMD Radeon RX 6800,41.86
2019-02-06,Data Center,Tesla V100,Europe,1686148.48,3925,AI Researchers,Business,2.8,151482.38,21.0,High,4.96,69.0,0.22,53.0,2019-12-06,AMD Radeon RX 7900,69.14
2007-06-21,AI,Tesla V100,Europe,404360.14,2633,Educational Institutions,Business,3.0,73169.54,15.0,Medium,2.8,68.0,0.19,84.0,1997-02-11,Google TPU,37.37
1994-01-19,Gaming,RTX 4090,Middle East,239355.64,3310,Cloud Providers,Individual,4.6,123554.55,12.0,High,2.09,63.0,0.11,90.0,2003-02-05,Google TPU,32.48
2008-10-06,AI,RTX 3080,Europe,550814.91,3192,AI Researchers,Individual,5.0,78617.19,11.0,High,1.12,16.0,0.17,81.0,2006-05-17,Intel Xeon,57.59
2006-06-28,Data Center,RTX 3080,Europe,1550842.04,928,Educational Institutions,Individual,1.9,114296.69,15.0,High,4.0,72.0,0.21,68.0,1997-11-15,AMD Radeon RX 6800,54.65
2003-10-02,AI,Tesla V100,North America,666473.63,1922,Gamers,Individual,3.3,47691.28,9.0,Low,2.73,56.0,0.24,63.0,2009-03-28,AMD Radeon RX 6800,58.63
2008-01-20,OEM,Quadro P2200,North America,664575.48,1874,Gamers,Individual,3.2,142434.05,1.0,Medium,1.32,36.0,0.2,54.0,2018-07-31,Intel Xeon,43.92
2012-06-16,AI,RTX 4090,South America,920244.53,3638,AI Researchers,Business,3.8,105341.0,23.0,Medium,3.14,54.0,0.22,67.0,2011-06-01,Google TPU,46.1
2019-05-22,OEM,RTX 4090,Africa,924343.05,3475,AI Researchers,Business,3.8,95566.62,6.0,Medium,3.4,39.0,0.07,78.0,2015-09-28,Google TPU,62.87
2016-10-28,AI,Tesla T4,North America,1436276.41,427,Cloud Providers,Business,4.7,180129.5,12.0,Medium,3.25,35.0,0.16,64.0,2001-01-15,Google TPU,45.45
2005-04-08,OEM,RTX 4090,Africa,1836341.16,180,Gamers,Business,1.5,40455.3,25.0,Medium,4.15,59.0,0.08,54.0,1997-06-10,Intel Xeon,57.39
2023-04-11,OEM,RTX 4090,Africa,1591245.43,4958,Educational Institutions,Business,3.3,120324.36,16.0,Low,4.38,17.0,0.19,86.0,2018-12-21,Intel Xeon,36.78
1997-06-02,AI,Tesla T4,Middle East,695994.65,2351,AI Researchers,Business,1.7,101436.83,0.0,Medium,3.39,82.0,0.2,66.0,1997-08-13,Google TPU,45.88
2015-12-06,Data Center,RTX 3080,APAC,969865.82,4568,Cloud Providers,Business,2.5,21484.24,24.0,High,4.2,78.0,0.19,69.0,2000-04-26,Intel Xeon,45.8
2003-09-05,Gaming,RTX 4090,North America,1403078.94,2566,Educational Institutions,Individual,4.3,169846.27,16.0,Medium,0.53,42.0,0.23,86.0,2023-07-17,AMD Radeon RX 7900,50.05
1996-11-01,Data Center,Tesla V100,Middle East,813142.66,3306,Gamers,Individual,3.8,195679.04,7.0,Low,3.39,57.0,0.13,90.0,2021-08-15,Intel Xeon,66.32
2000-09-26,OEM,Tesla T4,Europe,1084620.77,3528,Educational Institutions,Individual,2.5,168030.23,12.0,High,1.66,52.0,0.09,89.0,2024-03-12,AMD Radeon RX 6800,56.17
1999-05-08,OEM,RTX 4090,North America,318484.47,2007,Cloud Providers,Individual,2.5,60185.09,10.0,Medium,1.03,54.0,0.28,89.0,2010-11-04,AMD Radeon RX 7900,50.99
2015-02-04,OEM,RTX 4090,Middle East,702183.17,2137,AI Researchers,Business,3.7,38176.03,2.0,Medium,0.95,17.0,0.14,79.0,2004-12-27,Intel Xeon,30.71
2019-07-27,Gaming,RTX 4090,Middle East,1875748.62,2093,Cloud Providers,Business,3.8,166571.61,11.0,Medium,4.1,12.0,0.16,65.0,2011-07-10,Google TPU,54.3
2021-07-31,Gaming,RTX 3080,North America,583693.26,4585,AI Researchers,Business,2.7,120390.43,13.0,High,2.89,52.0,0.29,51.0,2016-05-02,AMD Radeon RX 6800,31.38
2019-05-16,AI,RTX 4090,APAC,1648413.77,3390,Educational Institutions,Individual,4.5,139460.03,6.0,High,1.5,71.0,0.3,90.0,2007-08-06,AMD Radeon RX 7900,53.92
2001-12-30,Gaming,RTX 3080,APAC,1140754.47,2266,AI Researchers,Individual,4.3,152006.48,7.0,Low,2.98,43.0,0.09,84.0,2014-06-24,AMD Radeon RX 6800,58.93
1999-10-11,Data Center,Quadro P2200,Europe,877205.59,1319,AI Researchers,Individual,2.5,25961.16,2.0,High,3.16,54.0,0.06,59.0,2008-08-16,AMD Radeon RX 7900,46.89
2011-03-17,Data Center,Quadro P2200,North America,889426.96,648,Educational Institutions,Individual,4.9,198908.84,23.0,Low,0.23,13.0,0.29,87.0,2019-08-19,Google TPU,61.5
1994-06-23,Data Center,Tesla V100,North America,1369625.6,1849,Gamers,Individual,1.2,171998.78,14.0,Low,2.95,88.0,0.28,64.0,2008-08-13,AMD Radeon RX 7900,55.23
2020-08-21,Gaming,Tesla T4,South America,1149271.53,1650,AI Researchers,Individual,2.3,26298.7,5.0,Medium,1.51,25.0,0.07,75.0,2012-06-10,AMD Radeon RX 6800,55.84
2009-04-25,AI,RTX 4090,South America,621013.36,3436,Gamers,Business,4.6,152086.97,22.0,Low,4.02,29.0,0.29,63.0,2006-05-28,Google TPU,43.3
2007-06-08,Gaming,Tesla V100,North America,1955514.52,1110,Cloud Providers,Individual,2.5,95994.66,22.0,Low,4.91,88.0,0.18,74.0,2016-06-17,Intel Xeon,46.78
2021-07-05,OEM,Tesla V100,South America,759352.37,3419,AI Researchers,Business,2.4,105902.07,20.0,Medium,4.6,45.0,0.27,59.0,2012-12-10,Google TPU,53.64
2023-05-03,AI,Tesla V100,APAC,1778355.09,3114,Cloud Providers,Individual,2.5,66272.38,13.0,Low,4.27,30.0,0.21,69.0,2012-08-11,AMD Radeon RX 7900,37.36
2007-07-04,Data Center,Tesla V100,Africa,510681.03,2432,Gamers,Business,2.2,44911.89,5.0,Medium,3.93,86.0,0.26,62.0,2019-10-30,Google TPU,42.85
1995-02-12,Gaming,RTX 4090,APAC,199817.51,2354,Gamers,Individual,4.1,92709.76,5.0,Medium,1.99,43.0,0.12,86.0,2003-04-16,AMD Radeon RX 6800,54.48
2021-03-06,Data Center,RTX 3080,Middle East,529694.78,1161,AI Researchers,Individual,4.9,128212.67,22.0,Low,4.3,66.0,0.06,69.0,2003-09-16,Intel Xeon,64.24
2006-03-20,Gaming,Quadro P2200,APAC,830285.84,2979,Gamers,Individual,3.3,31227.43,25.0,Medium,0.87,76.0,0.05,58.0,2004-07-10,Google TPU,67.44
2000-02-06,AI,Tesla T4,APAC,599730.42,3844,Gamers,Business,4.9,174733.99,1.0,Low,4.24,60.0,0.27,51.0,2014-09-11,AMD Radeon RX 6800,63.13
2001-01-21,AI,Tesla V100,Europe,284579.86,3370,AI Researchers,Business,3.0,164056.97,22.0,Low,1.16,10.0,0.22,76.0,2020-07-20,Google TPU,31.72
2011-02-09,Data Center,Tesla V100,Africa,72194.0,3265,Gamers,Individual,1.8,150045.03,10.0,Medium,0.8,43.0,0.14,68.0,2005-11-15,AMD Radeon RX 6800,69.14
2003-11-12,Data Center,RTX 4090,Africa,1060468.04,728,AI Researchers,Business,2.2,79211.72,5.0,High,3.83,34.0,0.06,70.0,1997-04-24,AMD Radeon RX 7900,32.85
1997-06-04,Gaming,Tesla V100,APAC,939682.51,4878,Cloud Providers,Individual,2.2,93208.43,21.0,Medium,2.57,35.0,0.28,90.0,2001-09-13,AMD Radeon RX 6800,59.5
1998-04-30,Data Center,RTX 4090,Africa,1469105.59,2841,AI Researchers,Business,2.5,139439.08,19.0,High,1.99,37.0,0.25,69.0,2006-08-03,AMD Radeon RX 6800,67.55
2021-07-26,OEM,Tesla T4,Europe,819997.79,1575,Gamers,Business,4.2,140349.34,12.0,Medium,2.29,54.0,0.1,90.0,1998-11-20,AMD Radeon RX 7900,43.65
1995-02-17,OEM,RTX 4090,Middle East,792155.67,1711,Gamers,Business,3.3,78508.5,7.0,High,2.61,61.0,0.3,76.0,2004-06-09,Intel Xeon,36.48
2005-10-22,AI,Tesla V100,Europe,1004318.7,166,Cloud Providers,Business,4.6,63927.66,17.0,Low,3.13,65.0,0.13,81.0,2003-11-28,AMD Radeon RX 6800,54.67
2014-06-20,Gaming,RTX 3080,Middle East,1028721.2,4985,Gamers,Business,3.6,19191.33,18.0,Low,1.52,15.0,0.24,87.0,2023-10-15,Intel Xeon,40.87
2013-07-03,Data Center,RTX 3080,North America,841500.7,753,Educational Institutions,Individual,3.4,178700.92,12.0,High,0.41,19.0,0.26,50.0,1997-07-23,Intel Xeon,45.48
2022-02-05,Data Center,RTX 3080,Africa,871415.35,1953,Gamers,Individual,2.6,141706.69,2.0,High,4.5,32.0,0.13,88.0,2009-09-04,AMD Radeon RX 7900,30.77
2007-12-01,OEM,Tesla V100,Middle East,1736303.73,4223,Gamers,Individual,4.0,168540.18,16.0,High,3.99,77.0,0.28,83.0,2019-03-16,AMD Radeon RX 7900,36.88
1995-10-07,Data Center,RTX 3080,Africa,1852963.93,3025,AI Researchers,Individual,1.6,47910.74,21.0,Low,0.53,53.0,0.26,81.0,2017-12-11,Intel Xeon,30.19
2006-09-02,Gaming,Tesla V100,APAC,1177732.08,1547,Gamers,Individual,4.4,190182.99,18.0,Low,2.18,66.0,0.13,80.0,2012-03-10,AMD Radeon RX 6800,63.75
2007-04-12,OEM,RTX 3080,APAC,1189508.62,3884,AI Researchers,Business,1.3,177330.75,17.0,High,1.99,52.0,0.15,89.0,2017-12-25,AMD Radeon RX 6800,68.94
2000-09-04,AI,Quadro P2200,APAC,1567425.22,1839,Educational Institutions,Business,1.7,116894.82,13.0,High,3.8,81.0,0.16,54.0,2009-03-28,AMD Radeon RX 6800,36.26
2018-10-06,Data Center,Quadro P2200,APAC,1114116.77,155,Gamers,Individual,1.1,88430.41,12.0,Low,0.5,74.0,0.24,73.0,1994-01-26,Google TPU,67.31
2004-10-20,OEM,RTX 4090,Africa,1782497.27,3247,AI Researchers,Individual,1.8,154769.29,2.0,High,4.58,52.0,0.17,90.0,2016-08-17,AMD Radeon RX 7900,69.34
2022-12-17,Gaming,Tesla V100,North America,1940478.27,911,Educational Institutions,Individual,2.3,196726.93,7.0,High,2.64,12.0,0.16,77.0,2008-12-31,AMD Radeon RX 7900,69.9
2018-03-21,AI,Tesla V100,Middle East,850274.04,3981,AI Researchers,Individual,2.0,19383.73,25.0,Medium,1.26,86.0,0.23,90.0,2018-11-25,AMD Radeon RX 6800,68.87
1995-01-30,AI,Quadro P2200,South America,1567848.68,4262,Educational Institutions,Individual,3.0,139819.93,11.0,High,2.05,79.0,0.15,75.0,1994-02-21,AMD Radeon RX 7900,47.21
2000-09-29,Data Center,RTX 3080,Middle East,550526.12,4441,AI Researchers,Individual,1.5,178906.24,25.0,High,0.74,21.0,0.27,59.0,2015-08-10,AMD Radeon RX 6800,37.92
2015-06-05,Gaming,Tesla V100,South America,1864697.67,1068,Gamers,Individual,3.9,29677.04,11.0,High,3.17,88.0,0.25,75.0,2019-06-14,AMD Radeon RX 6800,65.38
2011-03-05,OEM,RTX 3080,Africa,1039093.05,3021,Educational Institutions,Individual,3.8,70117.25,12.0,Low,1.03,41.0,0.06,79.0,1995-02-03,Google TPU,48.61
2002-03-19,Data Center,Tesla T4,South America,1200228.43,3855,Gamers,Individual,2.9,145530.56,9.0,Low,2.82,70.0,0.17,79.0,2009-08-03,Intel Xeon,62.34
2022-03-05,Data Center,Quadro P2200,North America,828161.07,2439,Cloud Providers,Business,1.0,94187.5,5.0,Low,2.21,48.0,0.12,59.0,2018-10-05,Intel Xeon,33.65
2014-08-20,AI,Quadro P2200,Europe,172017.36,1687,AI Researchers,Individual,1.6,84545.16,3.0,High,1.39,61.0,0.07,81.0,1999-01-20,Intel Xeon,56.29
2024-08-30,OEM,Tesla T4,North America,314159.69,2975,AI Researchers,Individual,4.6,190363.45,14.0,Medium,4.36,38.0,0.21,64.0,2018-12-31,Intel Xeon,50.85
2009-06-12,Gaming,Quadro P2200,Middle East,138001.23,467,Gamers,Individual,2.5,120287.49,0.0,Low,0.94,67.0,0.14,59.0,2016-09-17,AMD Radeon RX 7900,63.56
2014-03-12,Gaming,Tesla V100,Africa,1204978.23,3166,Gamers,Individual,3.0,96543.17,1.0,High,4.54,89.0,0.17,68.0,2002-01-04,AMD Radeon RX 6800,36.74
2006-05-10,OEM,Tesla V100,North America,191285.04,2332,Gamers,Business,3.4,95537.09,25.0,High,4.56,35.0,0.09,55.0,2017-11-04,AMD Radeon RX 7900,56.69
1994-03-19,Data Center,RTX 4090,APAC,1966423.07,2798,Gamers,Individual,2.0,67907.7,23.0,Low,0.52,62.0,0.18,52.0,2008-12-03,AMD Radeon RX 6800,31.02
2015-03-31,OEM,RTX 4090,Middle East,452152.53,3691,Gamers,Business,1.9,165819.19,7.0,Low,3.71,85.0,0.26,74.0,1999-10-21,AMD Radeon RX 7900,52.7
2014-08-30,Data Center,RTX 3080,South America,1796128.18,1182,Educational Institutions,Business,4.8,18039.33,14.0,Medium,1.16,68.0,0.11,62.0,2013-08-09,Google TPU,57.47
2021-12-13,OEM,Tesla T4,South America,1998431.54,3153,Cloud Providers,Individual,2.8,18298.75,14.0,Low,0.93,79.0,0.05,90.0,2017-09-18,Intel Xeon,48.75
2005-10-16,Gaming,Tesla T4,Middle East,1296764.82,3130,Educational Institutions,Individual,3.5,125640.57,23.0,High,4.82,40.0,0.27,69.0,2022-02-26,Intel Xeon,64.73
2002-03-10,Data Center,RTX 3080,Middle East,224730.02,3135,Gamers,Business,1.3,34727.23,6.0,Low,0.14,36.0,0.2,69.0,1993-04-06,Google TPU,48.0
2013-06-12,AI,Tesla V100,South America,1886639.25,2902,AI Researchers,Business,4.9,146411.06,9.0,Low,3.54,79.0,0.24,75.0,2000-06-29,AMD Radeon RX 7900,63.85
2005-08-23,Data Center,Tesla T4,North America,766411.13,3233,Cloud Providers,Business,4.4,177967.55,11.0,Medium,1.63,70.0,0.14,65.0,2007-08-12,Intel Xeon,69.48
2008-12-19,Gaming,Quadro P2200,North America,941943.31,2592,Cloud Providers,Individual,1.9,84167.67,9.0,Medium,3.01,81.0,0.22,86.0,2024-05-15,Intel Xeon,42.67
1999-12-16,Data Center,Quadro P2200,Europe,1029479.89,1758,Educational Institutions,Business,4.0,135999.5,14.0,Medium,1.58,13.0,0.13,89.0,2009-03-12,Intel Xeon,54.91
2021-02-15,OEM,Quadro P2200,North America,582560.92,2846,Gamers,Business,3.6,42209.74,17.0,Medium,3.83,75.0,0.19,77.0,2016-02-14,AMD Radeon RX 6800,61.63
1995-04-29,AI,Quadro P2200,Africa,342814.8,3674,Cloud Providers,Business,2.3,71168.52,7.0,Low,3.16,11.0,0.23,83.0,2019-08-14,AMD Radeon RX 7900,55.48
1997-05-24,OEM,Quadro P2200,North America,974649.99,3190,Gamers,Business,3.2,103656.88,14.0,Medium,3.57,53.0,0.07,63.0,2017-08-14,Google TPU,58.59
2023-06-05,AI,RTX 4090,South America,1608777.3,1790,Cloud Providers,Business,2.5,157621.14,3.0,Medium,1.13,55.0,0.11,73.0,2022-07-21,AMD Radeon RX 6800,46.86
1999-10-13,OEM,Quadro P2200,North America,837265.32,757,AI Researchers,Business,4.4,51244.09,19.0,Low,2.76,80.0,0.19,64.0,1995-07-01,Intel Xeon,55.26
2020-04-10,OEM,RTX 4090,Europe,1896258.52,329,Educational Institutions,Business,1.2,34644.65,18.0,Low,4.43,41.0,0.27,56.0,2004-07-29,AMD Radeon RX 6800,61.61
2017-12-09,OEM,RTX 4090,Middle East,1532164.97,282,Educational Institutions,Business,4.5,147894.83,3.0,Medium,2.13,50.0,0.06,67.0,2005-04-22,AMD Radeon RX 6800,52.96
2020-10-07,Gaming,Tesla V100,Africa,1797581.1,4414,Educational Institutions,Business,4.5,17668.01,25.0,High,3.49,64.0,0.1,90.0,2023-02-25,Intel Xeon,65.12
2004-02-18,Gaming,RTX 4090,APAC,1799369.31,1286,Educational Institutions,Business,1.9,170030.63,23.0,Medium,3.92,22.0,0.13,77.0,2022-08-16,AMD Radeon RX 6800,42.54
2004-10-14,OEM,RTX 4090,Middle East,1993811.08,373,Educational Institutions,Individual,1.2,198850.03,24.0,Low,2.27,15.0,0.24,78.0,2019-10-07,AMD Radeon RX 6800,54.73
2016-06-27,Gaming,Quadro P2200,North America,1940211.8,1005,Cloud Providers,Business,4.6,147972.7,17.0,Low,4.27,14.0,0.07,85.0,2016-10-26,AMD Radeon RX 6800,57.51
1999-08-21,Data Center,RTX 4090,Europe,734519.12,4927,Gamers,Business,4.0,10698.07,25.0,High,2.03,56.0,0.29,52.0,2009-03-07,AMD Radeon RX 6800,59.45
2018-06-24,Data Center,RTX 4090,Africa,1598265.51,2072,AI Researchers,Business,4.2,31275.89,19.0,Medium,1.07,77.0,0.22,82.0,2002-10-30,AMD Radeon RX 6800,37.03
1997-11-27,Data Center,Quadro P2200,Africa,1814024.57,1571,Gamers,Business,4.0,47959.87,7.0,Medium,4.56,19.0,0.23,61.0,2024-03-26,Google TPU,54.79
2007-01-14,OEM,RTX 3080,APAC,1802170.66,3693,Cloud Providers,Individual,3.4,99788.84,16.0,Medium,1.92,57.0,0.23,84.0,2018-01-31,Google TPU,39.65
2010-07-11,Gaming,Tesla T4,South America,511340.9,4689,AI Researchers,Business,1.4,74571.14,23.0,Medium,0.59,86.0,0.1,68.0,1994-02-21,AMD Radeon RX 6800,51.37
2003-05-19,AI,Tesla V100,APAC,471688.24,4546,Gamers,Business,1.5,185532.44,23.0,Low,3.44,56.0,0.22,72.0,1997-07-21,AMD Radeon RX 6800,48.46
1995-07-24,Data Center,Tesla T4,Middle East,1772403.25,1228,Gamers,Business,3.3,66264.92,13.0,High,0.92,88.0,0.26,81.0,2023-01-10,AMD Radeon RX 7900,68.88
2023-04-07,AI,RTX 4090,North America,907489.3,1076,Educational Institutions,Business,1.9,121695.89,7.0,Low,0.76,34.0,0.2,60.0,2003-03-31,AMD Radeon RX 6800,30.53
2023-03-28,Data Center,Tesla T4,Middle East,1006763.66,2855,Gamers,Individual,2.1,48538.32,1.0,High,0.91,27.0,0.27,55.0,1997-11-28,Google TPU,46.95
2010-08-07,Data Center,Tesla T4,Europe,1873697.52,3601,Cloud Providers,Business,1.2,182703.4,21.0,Low,3.2,65.0,0.1,84.0,2006-01-08,Google TPU,40.27
2003-09-02,Data Center,RTX 4090,North America,1822030.63,796,Cloud Providers,Business,2.0,116905.75,2.0,High,4.78,83.0,0.14,76.0,2019-06-10,Intel Xeon,69.26
2022-12-01,AI,Quadro P2200,South America,1275097.53,1812,Cloud Providers,Business,2.5,94576.09,9.0,Low,0.33,52.0,0.21,65.0,2007-09-17,Google TPU,52.91
2015-05-16,Gaming,RTX 3080,South America,1630419.07,2152,Gamers,Individual,5.0,79336.73,2.0,High,0.36,31.0,0.27,69.0,2011-04-19,Intel Xeon,52.52
2007-09-09,Data Center,Quadro P2200,APAC,173324.23,143,AI Researchers,Business,1.1,66173.0,22.0,Low,3.91,27.0,0.21,78.0,2010-08-27,Google TPU,56.9
2018-04-21,AI,RTX 3080,South America,1829704.08,2783,AI Researchers,Business,2.2,195868.06,1.0,Low,3.45,19.0,0.19,65.0,1993-10-15,AMD Radeon RX 7900,39.98
2012-01-09,AI,Quadro P2200,Europe,667967.53,2104,Educational Institutions,Individual,2.4,11349.99,7.0,Medium,4.83,89.0,0.29,72.0,2016-04-19,Google TPU,67.11
2008-06-09,Gaming,Tesla T4,North America,563336.86,1244,AI Researchers,Business,4.3,10480.29,23.0,Low,3.24,29.0,0.08,83.0,2001-10-11,AMD Radeon RX 7900,58.41
2010-04-02,OEM,RTX 3080,North America,870792.03,244,Gamers,Individual,3.3,160577.32,21.0,Medium,2.36,23.0,0.15,64.0,2004-08-22,AMD Radeon RX 7900,32.21
2012-05-01,AI,RTX 4090,South America,1418354.75,1695,Cloud Providers,Individual,2.9,65918.83,12.0,Medium,3.11,89.0,0.22,65.0,2015-08-30,AMD Radeon RX 6800,48.26
2017-02-25,AI,Quadro P2200,South America,266137.68,4288,Cloud Providers,Business,1.1,66546.6,9.0,Medium,0.56,65.0,0.1,87.0,2022-04-06,Intel Xeon,53.28
1996-10-27,AI,RTX 4090,Europe,690414.92,3536,AI Researchers,Business,4.5,29631.88,18.0,High,1.91,57.0,0.19,71.0,2002-08-14,AMD Radeon RX 7900,39.41
2015-10-23,OEM,RTX 3080,North America,1712242.27,3903,Gamers,Business,4.4,76952.43,13.0,Low,1.62,30.0,0.09,57.0,2007-02-02,AMD Radeon RX 7900,37.27
1993-12-25,AI,Tesla V100,North America,608313.0,1862,Educational Institutions,Individual,1.3,153637.23,4.0,Low,1.16,60.0,0.27,86.0,1997-04-07,Google TPU,35.51
2018-10-24,AI,RTX 3080,Europe,517493.78,3844,Gamers,Individual,3.0,110003.33,13.0,Medium,3.78,16.0,0.15,86.0,2004-11-05,AMD Radeon RX 7900,60.68
2018-02-11,AI,RTX 3080,Middle East,222751.11,357,AI Researchers,Business,2.3,39067.04,1.0,Low,3.99,16.0,0.15,69.0,1996-12-28,AMD Radeon RX 7900,54.87
1993-09-08,OEM,Tesla V100,Middle East,531619.96,3906,AI Researchers,Individual,4.2,129544.66,7.0,High,0.65,47.0,0.1,69.0,2016-06-11,Google TPU,54.98
2013-09-25,Gaming,Tesla T4,Middle East,1545948.11,3609,AI Researchers,Individual,1.7,124508.53,9.0,Medium,1.75,51.0,0.21,62.0,2017-12-17,AMD Radeon RX 7900,42.06
1996-07-04,AI,RTX 4090,Africa,380950.71,1432,Educational Institutions,Individual,1.5,25274.1,13.0,Medium,2.71,32.0,0.05,66.0,2008-10-09,AMD Radeon RX 6800,36.3
2002-06-18,AI,Quadro P2200,APAC,1523300.96,2978,Gamers,Business,2.2,79366.7,0.0,Medium,0.45,25.0,0.08,70.0,2001-12-15,Google TPU,49.42
1998-06-24,Data Center,Tesla T4,Africa,1823739.12,2948,AI Researchers,Individual,3.9,118673.78,16.0,High,3.51,79.0,0.16,89.0,2011-03-03,AMD Radeon RX 7900,48.2
2024-06-24,Gaming,RTX 4090,APAC,1756379.88,3731,Educational Institutions,Individual,2.3,182500.96,24.0,High,2.13,18.0,0.18,63.0,1995-12-01,Intel Xeon,65.36
2001-06-13,AI,Quadro P2200,North America,451439.35,1457,Gamers,Business,4.7,157222.32,21.0,Low,1.14,62.0,0.11,89.0,2016-03-12,AMD Radeon RX 6800,36.52
1994-07-13,Data Center,Tesla V100,North America,656760.99,2849,Educational Institutions,Individual,1.5,144672.24,7.0,Low,2.06,64.0,0.1,82.0,2017-02-23,Google TPU,32.46
2020-04-10,AI,RTX 4090,APAC,358295.79,4691,Gamers,Individual,2.1,148023.14,11.0,Low,4.2,40.0,0.1,82.0,2018-09-17,AMD Radeon RX 6800,50.14
2023-04-22,Data Center,RTX 3080,Europe,1060178.52,896,Gamers,Business,4.6,75496.16,11.0,Medium,4.09,24.0,0.2,78.0,1999-05-03,Google TPU,54.38
2013-04-02,Data Center,RTX 3080,South America,411662.98,4985,Cloud Providers,Individual,3.5,42685.62,8.0,Low,2.38,35.0,0.16,62.0,2009-07-03,Intel Xeon,49.97
2003-04-18,Gaming,Tesla T4,Africa,1621222.97,364,Gamers,Individual,2.7,18046.27,12.0,High,1.03,71.0,0.22,56.0,2007-01-16,Google TPU,51.16
2012-03-05,AI,RTX 4090,North America,133296.68,2708,Educational Institutions,Individual,2.8,42693.52,2.0,Low,1.56,16.0,0.11,82.0,2003-12-24,AMD Radeon RX 6800,31.91
1999-03-28,Gaming,Tesla T4,Europe,1532942.52,4469,Educational Institutions,Individual,3.4,139665.93,9.0,High,1.49,46.0,0.13,50.0,2010-10-07,AMD Radeon RX 7900,46.07
2022-09-14,Gaming,Quadro P2200,APAC,573166.87,2639,Educational Institutions,Individual,4.8,152885.02,9.0,High,4.13,85.0,0.06,90.0,1999-02-07,AMD Radeon RX 6800,46.22
2008-08-24,Data Center,Tesla V100,Middle East,1919870.27,675,Educational Institutions,Individual,4.7,41466.28,16.0,Medium,1.82,68.0,0.2,85.0,2016-03-19,AMD Radeon RX 6800,39.84
2014-03-01,OEM,Tesla T4,Middle East,1233470.58,3877,Educational Institutions,Individual,2.7,134203.55,22.0,Medium,1.73,72.0,0.25,87.0,2017-03-30,Intel Xeon,50.1
2017-11-01,OEM,RTX 3080,Middle East,1616518.97,3153,Educational Institutions,Individual,2.9,89060.37,12.0,Medium,0.32,27.0,0.2,82.0,2021-12-11,Intel Xeon,61.61
2006-07-22,Gaming,RTX 4090,South America,540469.59,471,Cloud Providers,Business,4.2,120140.59,14.0,Low,1.74,56.0,0.29,90.0,2002-01-24,Google TPU,58.56
2013-06-15,OEM,RTX 3080,Middle East,1392934.22,4743,Educational Institutions,Business,3.2,184457.77,9.0,Low,2.22,47.0,0.12,75.0,2021-02-22,AMD Radeon RX 7900,34.75
2003-10-11,AI,Tesla V100,North America,95664.91,2152,Gamers,Individual,4.0,65582.9,6.0,Medium,2.5,64.0,0.18,72.0,1998-09-21,AMD Radeon RX 6800,35.77
2008-11-15,Gaming,RTX 4090,APAC,199579.7,4185,Cloud Providers,Business,4.2,90023.89,18.0,Medium,3.86,90.0,0.18,68.0,1996-07-20,AMD Radeon RX 7900,61.3
1997-08-11,AI,Quadro P2200,South America,1076076.73,1897,Gamers,Business,3.1,173888.94,4.0,Low,3.23,17.0,0.14,78.0,2010-01-01,AMD Radeon RX 7900,36.27
2003-11-26,Gaming,Quadro P2200,APAC,378369.11,3318,Educational Institutions,Individual,3.0,107342.88,19.0,High,1.35,69.0,0.14,75.0,2003-10-17,AMD Radeon RX 7900,66.46
2024-09-22,AI,RTX 4090,Africa,995915.22,1239,Educational Institutions,Business,4.5,37499.17,8.0,Low,4.61,70.0,0.08,54.0,2017-05-23,Intel Xeon,60.73
1993-07-22,Gaming,RTX 3080,Europe,1946956.52,3995,Educational Institutions,Business,3.4,136201.86,14.0,High,0.83,76.0,0.24,87.0,2016-05-30,Intel Xeon,42.21
2021-03-29,Gaming,Tesla T4,South America,1029383.82,335,Cloud Providers,Business,2.2,164364.96,12.0,Medium,0.99,54.0,0.18,75.0,2019-03-15,Intel Xeon,38.09
2003-08-13,Gaming,Quadro P2200,South America,1922613.19,1130,AI Researchers,Business,4.0,189851.93,25.0,Low,4.64,36.0,0.15,80.0,2023-03-19,AMD Radeon RX 6800,59.88
2017-12-12,AI,RTX 3080,APAC,394136.75,3190,Educational Institutions,Business,4.9,171826.98,5.0,High,1.21,53.0,0.13,66.0,1996-05-14,Google TPU,60.73
1995-12-21,Data Center,Tesla T4,South America,1449666.93,1191,Cloud Providers,Individual,1.4,86462.6,23.0,High,1.68,38.0,0.15,89.0,2000-09-20,AMD Radeon RX 6800,35.77
